YEAR	SOURCE	RECEIVER	LN_TRADE
1983	USA	DZA	20.8006828029037
1984	DZA	USA	22.5557157725429
1984	USA	DZA	20.6853505354402
1985	DZA	USA	22.0799101423437
1985	USA	DZA	20.7512388716231
1986	DZA	USA	21.8581078118611
1986	USA	DZA	20.8352804886493
1987	DZA	USA	21.902071437067
1987	USA	DZA	20.4334997074636
1988	DZA	USA	21.7778653009857
1988	USA	DZA	20.8732025022955
1989	DZA	USA	21.7352321316122
1989	USA	DZA	21.1480828539634
1990	DZA	USA	22.0454539318375
1990	USA	DZA	21.1150862805056
1991	DZA	USA	21.7810852806984
1991	USA	DZA	20.6880501381365
1992	DZA	USA	21.4551019899448
1992	USA	DZA	20.8812392801373
1993	DZA	USA	21.4355933949229
1993	USA	DZA	21.1697366779867
1994	DZA	USA	21.3827821932104
1994	USA	DZA	21.1894897610628
1995	DZA	USA	21.4371978552472
1995	USA	DZA	21.1945939625129
1996	DZA	USA	21.636253672865
1996	USA	DZA	20.7450526367017
1997	DZA	USA	21.7665331428955
1997	USA	DZA	20.7112956500289
1998	DZA	USA	21.3652119480006
1998	USA	DZA	20.7697725059809
1999	DZA	USA	21.4249431265727
1999	USA	DZA	20.4944475599053
2000	DZA	USA	21.780637732814
2000	USA	DZA	20.7672927672888
1981	DZA	URY	0.0
1981	URY	DZA	15.3333542163322
1982	DZA	URY	0.0
1982	URY	DZA	15.4728713153527
1983	DZA	URY	0.0
1983	URY	DZA	11.5615158960561
1984	DZA	URY	0.0
1984	URY	DZA	13.8361026610455
1985	DZA	URY	0.0
1985	URY	DZA	11.9675260602806
1986	DZA	URY	0.0
1986	URY	DZA	0.0
1987	DZA	URY	0.0
1987	URY	DZA	13.8875495601633
1988	DZA	URY	0.0
1988	URY	DZA	14.7525746698416
1989	DZA	URY	0.0
1989	URY	DZA	0.0
1990	DZA	URY	0.0
1990	URY	DZA	16.5434073018163
1991	DZA	URY	0.0
1991	URY	DZA	14.237276222285
1992	DZA	URY	0.0
1992	URY	DZA	14.5624699454377
1993	DZA	URY	0.0
1993	URY	DZA	0.0
1994	DZA	URY	0.0
1994	URY	DZA	0.0
1995	DZA	URY	0.0
1995	URY	DZA	11.742823038331
1996	DZA	URY	0.0
1996	URY	DZA	14.1843536255015
1997	DZA	URY	0.0
1997	URY	DZA	0.0
1998	DZA	URY	14.042145890571
1998	URY	DZA	14.9302131975871
1999	DZA	URY	8.77483137340197
1999	URY	DZA	14.8793926033818
2000	DZA	URY	0.0
2000	URY	DZA	14.9457445681357
1981	DZA	VEN	0.0
1981	VEN	DZA	14.7200196150982
1982	DZA	VEN	0.0
1982	VEN	DZA	9.70057469648974
1983	DZA	VEN	9.75789263742787
1983	VEN	DZA	16.5656733382552
1984	DZA	VEN	0.0
1984	VEN	DZA	16.3804762732546
1985	DZA	VEN	0.0
1985	VEN	DZA	16.4300086297388
1986	DZA	VEN	14.0885877681746
1986	VEN	DZA	16.3168255907322
1987	DZA	VEN	0.0
1987	VEN	DZA	16.5379005518449
1988	DZA	VEN	15.9496994597793
1988	VEN	DZA	16.1458287990818
1989	DZA	VEN	15.3093723262725
1989	VEN	DZA	17.5209225297302
1990	DZA	VEN	0.0
1990	VEN	DZA	16.4347797316433
1991	DZA	VEN	15.2429898373431
1991	VEN	DZA	0.0
1992	DZA	VEN	0.0
1992	VEN	DZA	15.6528570835385
1993	DZA	VEN	0.0
1993	VEN	DZA	0.0
1994	DZA	VEN	0.0
1994	VEN	DZA	8.02667944579654
1995	DZA	VEN	0.0
1995	VEN	DZA	14.3804886874698
1996	DZA	VEN	0.0
1996	VEN	DZA	13.1838709223426
1997	DZA	VEN	0.0
1997	VEN	DZA	13.3911225726439
1998	DZA	VEN	0.0
1998	VEN	DZA	14.0981674295118
1999	DZA	VEN	11.1194094376973
1999	VEN	DZA	15.6049140467657
2000	DZA	VEN	0.0
2000	VEN	DZA	12.2272909369675
1981	ARG	AUS	17.0165435171721
1981	AUS	ARG	19.2679703297792
1982	ARG	AUS	16.0159502210121
1982	AUS	ARG	18.3817509193428
1983	ARG	AUS	16.6649987614077
1983	AUS	ARG	18.2386388354266
1984	ARG	AUS	16.3457599855553
1984	AUS	ARG	18.4510793705267
1985	ARG	AUS	17.3000969089449
1985	AUS	ARG	18.2202224359757
1986	ARG	AUS	17.5813136010058
1986	AUS	ARG	18.3298492602879
1987	ARG	AUS	18.0008337291097
1987	AUS	ARG	18.218643521148
1988	ARG	AUS	17.9086697481866
1988	AUS	ARG	18.2716277421813
1989	ARG	AUS	18.9450157061964
1989	AUS	ARG	18.8639631438646
1990	ARG	AUS	18.4431727941203
1990	AUS	ARG	18.5845703165858
1991	ARG	AUS	17.9863051357775
1991	AUS	ARG	0.0
1992	ARG	AUS	17.8134154307673
1992	AUS	ARG	18.2774959019624
1993	ARG	AUS	18.1940927207189
1993	AUS	ARG	18.2891950138472
1994	ARG	AUS	17.731644376822
1994	AUS	ARG	18.1558470193502
1995	ARG	AUS	17.942805465431
1995	AUS	ARG	18.7398358929855
1996	ARG	AUS	18.1269827986024
1996	AUS	ARG	18.4765040462294
1997	ARG	AUS	18.0097062284722
1997	AUS	ARG	18.5251963731174
1998	ARG	AUS	17.7125106078771
1998	AUS	ARG	18.4930739157409
1999	ARG	AUS	17.7739439029061
1999	AUS	ARG	18.3112813377545
2000	ARG	AUS	17.8071234608706
2000	AUS	ARG	17.9499027509644
1981	ARG	AUT	17.087695622483
1981	AUT	ARG	18.2422979369605
1982	ARG	AUT	17.1833928564661
1982	AUT	ARG	17.7810813033973
1983	ARG	AUT	16.6805688915551
1983	AUT	ARG	17.874471393565
1984	ARG	AUT	16.6867657908291
1984	AUT	ARG	17.6131713539666
1985	ARG	AUT	16.8399804717265
1985	AUT	ARG	17.6711518645905
1986	ARG	AUT	16.6953685547511
1986	AUT	ARG	16.9347900826211
1987	ARG	AUT	16.6723868249841
1987	AUT	ARG	17.1729857174917
1988	ARG	AUT	17.1165447061965
1988	AUT	ARG	17.9677881207032
1989	ARG	AUT	17.0093440518719
1989	AUT	ARG	16.465084433519
1990	ARG	AUT	17.2059338260826
1990	AUT	ARG	17.3690707689055
1991	ARG	AUT	17.2470911583694
1991	AUT	ARG	0.0
1992	ARG	AUT	16.967412461294
1992	AUT	ARG	17.2233068835325
1993	ARG	AUT	16.5563570829957
1993	AUT	ARG	17.2734022652495
1994	ARG	AUT	17.0246450157238
1994	AUT	ARG	17.4847927397863
1995	ARG	AUT	16.9614006595106
1995	AUT	ARG	18.4541635950797
1996	ARG	AUT	17.0124678501704
1996	AUT	ARG	18.5190703133387
1997	ARG	AUT	16.6911136339645
1997	AUT	ARG	18.8517087236469
1998	ARG	AUT	16.4040765359532
1998	AUT	ARG	18.8158817780953
1999	ARG	AUT	16.684498429986
1999	AUT	ARG	18.286689227528
2000	ARG	AUT	16.6252377187545
2000	AUT	ARG	18.1656780495151
1981	ARG	BRB	14.9094129506832
1981	BRB	ARG	0.0
1982	ARG	BRB	14.2912312005599
1982	BRB	ARG	0.0
1983	ARG	BRB	14.9903064325719
1983	BRB	ARG	0.0
1984	ARG	BRB	14.6960448655861
1984	BRB	ARG	0.0
1985	ARG	BRB	15.0551385531181
1985	BRB	ARG	0.0
1986	ARG	BRB	14.7019345924648
1986	BRB	ARG	0.0
1987	ARG	BRB	14.4659244675705
1987	BRB	ARG	0.0
1988	ARG	BRB	14.5153782325495
1988	BRB	ARG	10.50687978962
1989	ARG	BRB	14.3830298153723
1989	BRB	ARG	0.0
1990	ARG	BRB	14.7703461596295
1990	BRB	ARG	6.55756815165076
1991	ARG	BRB	14.5668612613339
1991	BRB	ARG	0.0
1992	ARG	BRB	14.0016424436366
1992	BRB	ARG	0.0
1993	ARG	BRB	13.7402994578121
1993	BRB	ARG	7.57773051540864
1994	ARG	BRB	13.6867722362566
1994	BRB	ARG	9.75428960117144
1995	ARG	BRB	13.9432248707334
1995	BRB	ARG	8.2112883454041
1996	ARG	BRB	13.780697744641
1996	BRB	ARG	11.6786373594033
1997	ARG	BRB	13.9740818051404
1997	BRB	ARG	13.2587233559919
1998	ARG	BRB	13.6602265752511
1998	BRB	ARG	11.4249073035964
1999	ARG	BRB	13.7241945312361
1999	BRB	ARG	10.2069177636656
2000	ARG	BRB	13.8623378445684
2000	BRB	ARG	10.0543614409703
1981	ARG	BEL	19.3042158259206
1981	BEL	ARG	19.1145653243648
1982	ARG	BEL	19.3655815680955
1982	BEL	ARG	18.7115554142807
1983	ARG	BEL	19.7103628494078
1983	BEL	ARG	18.6887646164323
1984	ARG	BEL	19.944644736005
1984	BEL	ARG	18.9261203414214
1985	ARG	BEL	19.5889918693369
1985	BEL	ARG	18.5684157969763
1986	ARG	BEL	19.7245622281452
1986	BEL	ARG	19.2711987672361
1987	ARG	BEL	19.5122146357835
1987	BEL	ARG	19.4873279068042
1988	ARG	BEL	19.7632150038074
1988	BEL	ARG	18.2607407197715
1989	ARG	BEL	19.849348994512
1989	BEL	ARG	18.9584900391655
1990	ARG	BEL	19.7785286662986
1990	BEL	ARG	17.7823930668262
1991	ARG	BEL	19.5987064323382
1991	BEL	ARG	0.0
1992	ARG	BEL	19.3748362410583
1992	BEL	ARG	19.8764032604507
1993	ARG	BEL	19.3870730094669
1993	BEL	ARG	19.794723939615
1994	ARG	BEL	19.6343830729902
1994	BEL	ARG	20.348757821859
1995	ARG	BEL	19.466366512415
1995	BEL	ARG	19.3818072933098
1996	ARG	BEL	19.7553493908776
1996	BEL	ARG	19.3315243772277
1997	ARG	BEL	19.663148100049
1997	BEL	ARG	19.5818098402042
1998	ARG	BEL	19.6864634501452
1998	BEL	ARG	19.563705410239
1999	ARG	BEL	19.6880524070935
1999	BEL	ARG	19.4059617368316
2000	ARG	BEL	19.6260439442297
2000	BEL	ARG	19.1387297688707
1981	ARG	BOL	18.9548249955487
1981	BOL	ARG	20.294332644323
1982	ARG	BOL	18.6641396525308
1982	BOL	ARG	20.3752552598665
1983	ARG	BOL	18.686766719573
1983	BOL	ARG	20.3403482158025
1984	ARG	BOL	18.5682330021967
1984	BOL	ARG	20.291344531411
1985	ARG	BOL	19.0419035394842
1985	BOL	ARG	20.2334122133794
1986	ARG	BOL	18.5927068046486
1986	BOL	ARG	20.1330635590018
1987	ARG	BOL	18.9046611337911
1987	BOL	ARG	19.950975466699
1988	ARG	BOL	18.6888381580359
1988	BOL	ARG	19.6186989755796
1989	ARG	BOL	18.3668581142044
1989	BOL	ARG	19.5941648172517
1990	ARG	BOL	18.3904053762241
1990	BOL	ARG	19.5544581352377
1991	ARG	BOL	18.7596695365931
1991	BOL	ARG	0.0
1992	ARG	BOL	18.6568730075913
1992	BOL	ARG	19.0001032434328
1993	ARG	BOL	18.7332402452528
1993	BOL	ARG	18.6719172336845
1994	ARG	BOL	18.7316054398363
1994	BOL	ARG	18.9418018761496
1995	ARG	BOL	18.7031265730093
1995	BOL	ARG	18.8436292272534
1996	ARG	BOL	18.8256770526692
1996	BOL	ARG	18.8232603450068
1997	ARG	BOL	19.4440240113763
1997	BOL	ARG	18.7947125949187
1998	ARG	BOL	19.3185534835437
1998	BOL	ARG	18.6186377937243
1999	ARG	BOL	19.3446118005907
1999	BOL	ARG	17.5386386927903
2000	ARG	BOL	19.3898019886881
2000	BOL	ARG	16.7625367663124
1981	ARG	BRA	20.9057231667423
1981	BRA	ARG	21.2493653342009
1982	ARG	BRA	20.781038114605
1982	BRA	ARG	20.9279925198871
1983	ARG	BRA	20.2851497233851
1983	BRA	ARG	20.865494849169
1984	ARG	BRA	20.609737812505
1984	BRA	ARG	21.0436024555781
1985	ARG	BRA	20.4864894514299
1985	BRA	ARG	20.7016877801915
1986	ARG	BRA	20.9296017392164
1986	BRA	ARG	20.8058938921627
1987	ARG	BRA	20.63785424699
1987	BRA	ARG	20.9398465856598
1988	ARG	BRA	20.7957482320874
1988	BRA	ARG	21.0643495365014
1989	ARG	BRA	21.3094971611876
1989	BRA	ARG	20.7248858446637
1990	ARG	BRA	21.4139042524335
1990	BRA	ARG	20.6637419767732
1991	ARG	BRA	21.5153873969394
1991	BRA	ARG	0.0
1992	ARG	BRA	21.5340494516295
1992	BRA	ARG	22.1337447307736
1993	ARG	BRA	21.9340018136675
1993	BRA	ARG	22.1707665149837
1994	ARG	BRA	22.2158052399651
1994	BRA	ARG	22.328687123012
1995	ARG	BRA	22.5945800929575
1995	BRA	ARG	22.2747547628337
1996	ARG	BRA	22.776544728893
1996	BRA	ARG	22.4891184447032
1997	ARG	BRA	22.942604866888
1997	BRA	ARG	22.7243608471794
1998	ARG	BRA	22.9089215090087
1998	BRA	ARG	22.7326907773548
1999	ARG	BRA	22.5662267618815
1999	BRA	ARG	22.4789038391752
2000	ARG	BRA	22.6970007765597
2000	BRA	ARG	22.5447546364319
1981	ARG	CAN	18.5733448800715
1981	CAN	ARG	19.4298552135337
1982	ARG	CAN	17.9931011088834
1982	CAN	ARG	18.4109074197407
1983	ARG	CAN	18.0045931416332
1983	CAN	ARG	18.3544801594286
1984	ARG	CAN	18.5519250286738
1984	CAN	ARG	18.5232270207178
1985	ARG	CAN	18.3893634861191
1985	CAN	ARG	17.8462238044974
1986	ARG	CAN	18.369927794601
1986	CAN	ARG	18.167561873253
1987	ARG	CAN	18.6479440796551
1987	CAN	ARG	18.2705885499362
1988	ARG	CAN	18.8106162181255
1988	CAN	ARG	17.8791686363223
1989	ARG	CAN	18.8646781153419
1989	CAN	ARG	17.3748774218102
1990	ARG	CAN	18.8766290216892
1990	CAN	ARG	17.5609613431314
1991	ARG	CAN	18.7830709283978
1991	CAN	ARG	0.0
1992	ARG	CAN	18.5516698558694
1992	CAN	ARG	18.246749839682
1993	ARG	CAN	18.4867680124602
1993	CAN	ARG	18.4663627344891
1994	ARG	CAN	18.5439813564856
1994	CAN	ARG	18.8533999381164
1995	ARG	CAN	18.756371236565
1995	CAN	ARG	19.5488975338662
1996	ARG	CAN	18.8263862157139
1996	CAN	ARG	19.5267098745284
1997	ARG	CAN	19.0103623877302
1997	CAN	ARG	19.9783107812826
1998	ARG	CAN	19.0335693205957
1998	CAN	ARG	19.8233196980349
1999	ARG	CAN	19.1694681874568
1999	CAN	ARG	19.5184894217165
2000	ARG	CAN	19.297971957088
2000	CAN	ARG	19.4774835541706
1981	ARG	CHL	19.6534216181233
1981	CHL	ARG	19.6988272468398
1982	ARG	CHL	19.3658149403373
1982	CHL	ARG	19.3823138173981
1983	ARG	CHL	19.664375768383
1983	CHL	ARG	19.1151359103523
1984	ARG	CHL	19.4012521870027
1984	CHL	ARG	19.0947175835115
1985	ARG	CHL	18.9483561262464
1985	CHL	ARG	18.7213811127685
1986	ARG	CHL	19.07567973718
1986	CHL	ARG	19.2684434062816
1987	ARG	CHL	19.3004565772379
1987	CHL	ARG	19.2586341849291
1988	ARG	CHL	19.8207592647163
1988	CHL	ARG	19.1549416979331
1989	ARG	CHL	20.1324255408119
1989	CHL	ARG	18.855739720354
1990	ARG	CHL	20.3114972023672
1990	CHL	ARG	18.6497682781564
1991	ARG	CHL	20.3665083986989
1991	CHL	ARG	0.0
1992	ARG	CHL	20.4716389610419
1992	CHL	ARG	20.4802794040621
1993	ARG	CHL	20.3541967561815
1993	CHL	ARG	20.5447133723143
1994	ARG	CHL	20.827005581681
1994	CHL	ARG	20.6855748926157
1995	ARG	CHL	21.170744875926
1995	CHL	ARG	20.1793998523302
1996	ARG	CHL	21.3074521582265
1996	CHL	ARG	20.2352851722688
1997	ARG	CHL	21.4018427340774
1997	CHL	ARG	20.4121219706942
1998	ARG	CHL	21.4202432870097
1998	CHL	ARG	20.4321647566331
1999	ARG	CHL	21.4567494291378
1999	CHL	ARG	20.3076782122158
2000	ARG	CHL	21.776312096282
2000	CHL	ARG	20.163151702607
1981	ARG	COL	18.30329345598
1981	COL	ARG	18.1637209063184
1982	ARG	COL	18.6881719671505
1982	COL	ARG	17.6476956352354
1983	ARG	COL	18.273364379329
1983	COL	ARG	17.554027876802
1984	ARG	COL	18.1408459616048
1984	COL	ARG	17.5169645663132
1985	ARG	COL	18.9510523870005
1985	COL	ARG	17.475694837681
1986	ARG	COL	18.7127520671436
1986	COL	ARG	18.5067939691538
1987	ARG	COL	18.4918864605957
1987	COL	ARG	17.6356524283292
1988	ARG	COL	18.7668839588052
1988	COL	ARG	18.0030640277888
1989	ARG	COL	19.3793615526757
1989	COL	ARG	17.029688070123
1990	ARG	COL	18.9998531727896
1990	COL	ARG	17.3948144009201
1991	ARG	COL	18.540095569434
1991	COL	ARG	0.0
1992	ARG	COL	19.3294687186832
1992	COL	ARG	18.4078590390495
1993	ARG	COL	19.4375771544744
1993	COL	ARG	17.7263894087649
1994	ARG	COL	19.2868182326505
1994	COL	ARG	18.0666130262943
1995	ARG	COL	19.4226225336419
1995	COL	ARG	17.8678311835607
1996	ARG	COL	19.2496960116081
1996	COL	ARG	17.7995193356599
1997	ARG	COL	19.2214952263284
1997	COL	ARG	18.3691132106662
1998	ARG	COL	19.273102911827
1998	COL	ARG	18.6156298115533
1999	ARG	COL	18.6600746409746
1999	COL	ARG	17.8623110397732
2000	ARG	COL	18.7988189502751
2000	COL	ARG	17.7213393991048
1981	ARG	CRI	15.9397219635381
1981	CRI	ARG	14.67668194513
1982	ARG	CRI	15.0708349889298
1982	CRI	ARG	13.0892369527905
1983	ARG	CRI	15.2803913481775
1983	CRI	ARG	12.7394913653086
1984	ARG	CRI	15.2346263410384
1984	CRI	ARG	12.2524471393777
1985	ARG	CRI	16.2161299658705
1985	CRI	ARG	15.1520355788149
1986	ARG	CRI	15.4615517858581
1986	CRI	ARG	16.6276422749264
1987	ARG	CRI	15.7258331351434
1987	CRI	ARG	15.6979419342777
1988	ARG	CRI	15.7911388487149
1988	CRI	ARG	14.4410113428452
1989	ARG	CRI	16.5845537956411
1989	CRI	ARG	15.5669873451023
1990	ARG	CRI	17.1191382600329
1990	CRI	ARG	12.6530378667687
1991	ARG	CRI	16.6082341601608
1991	CRI	ARG	0.0
1992	ARG	CRI	16.2637401152074
1992	CRI	ARG	15.5269976332376
1993	ARG	CRI	16.2657922244953
1993	CRI	ARG	15.8438591435011
1994	ARG	CRI	16.9278302288874
1994	CRI	ARG	16.1636551020864
1995	ARG	CRI	17.2367939591651
1995	CRI	ARG	15.1062724554231
1996	ARG	CRI	16.9714020153098
1996	CRI	ARG	16.0038039779515
1997	ARG	CRI	17.3784627072674
1997	CRI	ARG	16.0423802907684
1998	ARG	CRI	17.270038187571
1998	CRI	ARG	16.085040608166
1999	ARG	CRI	17.3915195180208
1999	CRI	ARG	15.8244144995135
2000	ARG	CRI	17.4708936455453
2000	CRI	ARG	15.2423675199648
1981	ARG	CYP	14.7176898589374
1981	CYP	ARG	0.0
1982	ARG	CYP	15.9234298273936
1982	CYP	ARG	0.0
1983	ARG	CYP	16.9315058425042
1983	CYP	ARG	14.2364952583593
1984	ARG	CYP	15.9830428848299
1984	CYP	ARG	15.6096707458227
1985	ARG	CYP	15.0658603451719
1985	CYP	ARG	0.0
1986	ARG	CYP	16.2038554039501
1986	CYP	ARG	0.0
1987	ARG	CYP	14.8456826663221
1987	CYP	ARG	0.0
1988	ARG	CYP	15.6138843948799
1988	CYP	ARG	9.94503288301898
1989	ARG	CYP	14.9498134072561
1989	CYP	ARG	0.0
1990	ARG	CYP	15.3135785904103
1990	CYP	ARG	12.1286133745598
1991	ARG	CYP	15.4279739410254
1991	CYP	ARG	0.0
1992	ARG	CYP	16.1913667234572
1992	CYP	ARG	15.3420911522387
1993	ARG	CYP	16.7242157702408
1993	CYP	ARG	11.6254355812827
1994	ARG	CYP	17.2116309188188
1994	CYP	ARG	0.0
1995	ARG	CYP	17.0226033567275
1995	CYP	ARG	11.0933397707189
1996	ARG	CYP	17.0651109349213
1996	CYP	ARG	13.5391787686495
1997	ARG	CYP	17.1676497228332
1997	CYP	ARG	13.86362241648
1998	ARG	CYP	16.4410738297146
1998	CYP	ARG	13.4668913787837
1999	ARG	CYP	16.6745969328667
1999	CYP	ARG	12.2003717202096
2000	ARG	CYP	16.7699672445572
2000	CYP	ARG	11.8145474241557
1981	ARG	DNK	19.0405926662312
1981	DNK	ARG	17.9157344896257
1982	ARG	DNK	19.1643648678688
1982	DNK	ARG	17.7004584426194
1983	ARG	DNK	19.2881444413075
1983	DNK	ARG	17.4664418810415
1984	ARG	DNK	18.9783206117812
1984	DNK	ARG	17.4176178451579
1985	ARG	DNK	18.9581552169107
1985	DNK	ARG	16.6659075051467
1986	ARG	DNK	18.9331760137986
1986	DNK	ARG	16.8071038501857
1987	ARG	DNK	18.9631901998314
1987	DNK	ARG	16.8894681936948
1988	ARG	DNK	18.9676726189623
1988	DNK	ARG	16.8315373621169
1989	ARG	DNK	18.6731224486972
1989	DNK	ARG	16.6471167859689
1990	ARG	DNK	19.0005723025775
1990	DNK	ARG	16.7187558787571
1991	ARG	DNK	19.1900410251157
1991	DNK	ARG	0.0
1992	ARG	DNK	19.3268794429951
1992	DNK	ARG	17.3771748275008
1993	ARG	DNK	19.0073965386726
1993	DNK	ARG	17.4259388883118
1994	ARG	DNK	19.2838144703209
1994	DNK	ARG	17.8285785509608
1995	ARG	DNK	19.0970818352291
1995	DNK	ARG	18.5191590118014
1996	ARG	DNK	19.2794275656585
1996	DNK	ARG	18.3452789816286
1997	ARG	DNK	19.0647281641626
1997	DNK	ARG	18.59363674034
1998	ARG	DNK	19.044688857267
1998	DNK	ARG	18.6529468100205
1999	ARG	DNK	19.2092828397167
1999	DNK	ARG	18.6088660600613
2000	ARG	DNK	19.269470751962
2000	DNK	ARG	18.3033728866309
1981	ARG	ECU	17.0511200106047
1981	ECU	ARG	18.367619217544
1982	ARG	ECU	17.2502217005436
1982	ECU	ARG	17.9706177400474
1983	ARG	ECU	17.1832667348207
1983	ECU	ARG	16.8529843785422
1984	ARG	ECU	17.3290412123721
1984	ECU	ARG	16.4916056896477
1985	ARG	ECU	17.8801636341904
1985	ECU	ARG	16.7341987432684
1986	ARG	ECU	16.9366093235626
1986	ECU	ARG	17.6080432187683
1987	ARG	ECU	16.8582563727366
1987	ECU	ARG	17.3212085321352
1988	ARG	ECU	17.0532105826746
1988	ECU	ARG	16.7680709483017
1989	ARG	ECU	17.6801993728433
1989	ECU	ARG	16.911038353541
1990	ARG	ECU	17.5440369424886
1990	ECU	ARG	16.9577711903778
1991	ARG	ECU	18.0768053224914
1991	ECU	ARG	0.0
1992	ARG	ECU	18.3494226046427
1992	ECU	ARG	17.6951897636375
1993	ARG	ECU	17.7064709739195
1993	ECU	ARG	18.1366585867782
1994	ARG	ECU	17.8766779691293
1994	ECU	ARG	18.4916037978673
1995	ARG	ECU	18.2640711695174
1995	ECU	ARG	18.5508728206186
1996	ARG	ECU	18.3050391714389
1996	ECU	ARG	18.5972224152418
1997	ARG	ECU	18.389514205821
1997	ECU	ARG	18.5950934591578
1998	ARG	ECU	18.7805764957825
1998	ECU	ARG	18.5050888575631
1999	ARG	ECU	18.1105755896962
1999	ECU	ARG	18.5229821147321
2000	ARG	ECU	17.8353953502616
2000	ECU	ARG	18.4606736300572
1981	ARG	EGY	17.8945280368603
1981	EGY	ARG	13.1221634828393
1982	ARG	EGY	19.0240596934262
1982	EGY	ARG	10.5637460236914
1983	ARG	EGY	18.1664942809535
1983	EGY	ARG	0.0
1984	ARG	EGY	17.5610602390797
1984	EGY	ARG	0.0
1985	ARG	EGY	17.413081637325
1985	EGY	ARG	0.0
1986	ARG	EGY	18.0873181167068
1986	EGY	ARG	10.338548962478
1987	ARG	EGY	16.5076934117269
1987	EGY	ARG	11.2861718179471
1988	ARG	EGY	18.0698650232535
1988	EGY	ARG	13.0366672706243
1989	ARG	EGY	15.7290963184843
1989	EGY	ARG	10.0739635549113
1990	ARG	EGY	17.4162060550634
1990	EGY	ARG	11.3510520717021
1991	ARG	EGY	17.9433470300824
1991	EGY	ARG	0.0
1992	ARG	EGY	18.4444435245881
1992	EGY	ARG	13.7172348398206
1993	ARG	EGY	18.2641735109056
1993	EGY	ARG	14.4689914013064
1994	ARG	EGY	18.5027519471689
1994	EGY	ARG	15.2602077232166
1995	ARG	EGY	18.6833404832971
1995	EGY	ARG	14.222474138602
1996	ARG	EGY	19.3793757422652
1996	EGY	ARG	14.0952835964333
1997	ARG	EGY	19.7131248761708
1997	EGY	ARG	15.1748264590766
1998	ARG	EGY	19.7930577558613
1998	EGY	ARG	15.2170149701343
1999	ARG	EGY	19.1280326875121
1999	EGY	ARG	16.0172616222491
2000	ARG	EGY	0.0
2000	EGY	ARG	16.0153934876377
1981	ARG	SLV	13.4475638533255
1981	SLV	ARG	10.6885398573465
1982	ARG	SLV	16.1924353554384
1982	SLV	ARG	11.2340540259578
1983	ARG	SLV	15.3262741758907
1983	SLV	ARG	13.3526441450747
1984	ARG	SLV	15.2873420271053
1984	SLV	ARG	14.8217138853724
1985	ARG	SLV	15.338794885454
1985	SLV	ARG	13.1320187551234
1986	ARG	SLV	15.3337799079379
1986	SLV	ARG	12.0301263149682
1987	ARG	SLV	15.1331648379436
1987	SLV	ARG	11.89441744866
1988	ARG	SLV	15.8975081268193
1988	SLV	ARG	11.6833577378984
1989	ARG	SLV	15.979662053845
1989	SLV	ARG	10.5898418750782
1990	ARG	SLV	14.6885350382385
1990	SLV	ARG	12.3519024688237
1991	ARG	SLV	15.8922807716065
1991	SLV	ARG	0.0
1992	ARG	SLV	15.862166340281
1992	SLV	ARG	12.1302054630757
1993	ARG	SLV	15.7368254589205
1993	SLV	ARG	12.6481003301186
1994	ARG	SLV	15.2872458333637
1994	SLV	ARG	9.18344174492825
1995	ARG	SLV	16.1001426616487
1995	SLV	ARG	10.9271756769811
1996	ARG	SLV	16.8616206516573
1996	SLV	ARG	11.4790704013021
1997	ARG	SLV	16.4158965309095
1997	SLV	ARG	11.5442242823138
1998	ARG	SLV	16.6777455037999
1998	SLV	ARG	12.8398116966004
1999	ARG	SLV	16.0278065950268
1999	SLV	ARG	11.5171646183102
2000	ARG	SLV	15.8784590845345
2000	SLV	ARG	11.3213411408971
1981	ARG	FIN	17.2571003694745
1981	FIN	ARG	18.5760207826051
1982	ARG	FIN	17.2385393430476
1982	FIN	ARG	17.5829694393562
1983	ARG	FIN	17.086293660802
1983	FIN	ARG	17.1030325876511
1984	ARG	FIN	17.4241073554456
1984	FIN	ARG	16.9636410782987
1985	ARG	FIN	17.174043254616
1985	FIN	ARG	16.9834615205068
1986	ARG	FIN	17.3533840190934
1986	FIN	ARG	17.2451908377763
1987	ARG	FIN	17.1772262285476
1987	FIN	ARG	17.1180555612926
1988	ARG	FIN	18.0187072750716
1988	FIN	ARG	17.2031853487288
1989	ARG	FIN	17.6735512503811
1989	FIN	ARG	16.8395164990575
1990	ARG	FIN	18.0383650070845
1990	FIN	ARG	16.8419277251403
1991	ARG	FIN	17.7800334620203
1991	FIN	ARG	0.0
1992	ARG	FIN	18.04964948559
1992	FIN	ARG	17.6872399878437
1993	ARG	FIN	17.2174798925053
1993	FIN	ARG	17.7699005556316
1994	ARG	FIN	17.0870436848462
1994	FIN	ARG	18.1831228835469
1995	ARG	FIN	17.5824303894118
1995	FIN	ARG	18.6413233320384
1996	ARG	FIN	17.1220669328739
1996	FIN	ARG	18.6120657694754
1997	ARG	FIN	17.2028924648629
1997	FIN	ARG	18.6727474339798
1998	ARG	FIN	18.0858559316215
1998	FIN	ARG	18.891519410462
1999	ARG	FIN	17.7985281757841
1999	FIN	ARG	18.6224728395547
2000	ARG	FIN	17.4579058981798
2000	FIN	ARG	18.6678089812385
1981	ARG	FRA	20.0372054114518
1981	FRA	ARG	20.3213229256585
1982	ARG	FRA	19.9344738586123
1982	FRA	ARG	19.6766947238133
1983	ARG	FRA	19.9584387826927
1983	FRA	ARG	19.647654737036
