YEAR	SOURCE	RECEIVER	LN_TRADE
1990	GRC	OMN	14.9077964637911
1990	OMN	GRC	14.0120328966037
1991	GRC	OMN	15.587469129366
1991	OMN	GRC	14.391087232044
1992	GRC	OMN	15.0320035524482
1992	OMN	GRC	14.5293469414464
1993	GRC	OMN	15.4359533418111
1993	OMN	GRC	14.5637641677641
1994	GRC	OMN	14.6292995629396
1994	OMN	GRC	13.6448409739613
1995	GRC	OMN	14.9261604560373
1995	OMN	GRC	14.0599468316365
1996	GRC	OMN	14.8120313879839
1996	OMN	GRC	14.45156679772
1997	GRC	OMN	14.8512816429486
1997	OMN	GRC	14.7624621221319
1998	GRC	OMN	15.2178979602433
1998	OMN	GRC	14.5716498254765
1999	GRC	OMN	14.7124794086796
1999	OMN	GRC	13.1006469199029
2000	GRC	OMN	14.5349865727492
2000	OMN	GRC	14.610210664504
1981	GRC	PAN	11.7227381244351
1981	PAN	GRC	17.7149607629365
1982	GRC	PAN	11.6290437697319
1982	PAN	GRC	15.0256930044622
1983	GRC	PAN	11.9860904322783
1983	PAN	GRC	16.9546904629127
1984	GRC	PAN	11.4553428327584
1984	PAN	GRC	15.3607805202572
1985	GRC	PAN	11.6842245702364
1985	PAN	GRC	15.7195544093833
1986	GRC	PAN	11.540091196335
1986	PAN	GRC	14.2709269343724
1987	GRC	PAN	12.1791330826197
1987	PAN	GRC	16.9763468964302
1988	GRC	PAN	12.1166222017595
1988	PAN	GRC	17.8203480744232
1989	GRC	PAN	9.665059028938
1989	PAN	GRC	17.5234384279253
1990	GRC	PAN	13.1470782623128
1990	PAN	GRC	16.1667911453645
1991	GRC	PAN	11.0359996772641
1991	PAN	GRC	18.2720549811793
1992	GRC	PAN	11.3902919328709
1992	PAN	GRC	17.250504720659
1993	GRC	PAN	16.427790392262
1993	PAN	GRC	17.1546287340677
1994	GRC	PAN	12.7461553594261
1994	PAN	GRC	16.9044723932397
1995	GRC	PAN	12.0810333269306
1995	PAN	GRC	18.2745824467455
1996	GRC	PAN	12.6457903252799
1996	PAN	GRC	17.4601742499315
1997	GRC	PAN	12.7489324753893
1997	PAN	GRC	17.5204137056887
1998	GRC	PAN	11.5274467096815
1998	PAN	GRC	16.4719804411646
1999	GRC	PAN	13.1339328809229
1999	PAN	GRC	16.0686173718568
2000	GRC	PAN	13.3530416711184
2000	PAN	GRC	16.8768270401091
1981	GRC	PRY	10.3894967912008
1981	PRY	GRC	11.8404963679673
1982	GRC	PRY	10.8412038346313
1982	PRY	GRC	13.1311156071447
1983	GRC	PRY	11.2387704438515
1983	PRY	GRC	15.2373245536782
1984	GRC	PRY	8.45805501241928
1984	PRY	GRC	15.4929378734461
1985	GRC	PRY	0.0
1985	PRY	GRC	15.4863275484988
1986	GRC	PRY	0.0
1986	PRY	GRC	14.3932605382341
1987	GRC	PRY	0.0
1987	PRY	GRC	13.7087198083504
1988	GRC	PRY	0.0
1988	PRY	GRC	13.0726028224397
1989	GRC	PRY	9.33913212280354
1989	PRY	GRC	13.6052942359799
1990	GRC	PRY	0.0
1990	PRY	GRC	14.5989103646689
1991	GRC	PRY	12.9643500223736
1991	PRY	GRC	15.7470884960934
1992	GRC	PRY	8.5836812987581
1992	PRY	GRC	14.5457455179872
1993	GRC	PRY	11.8314053322681
1993	PRY	GRC	12.1148168222091
1994	GRC	PRY	13.5687945551595
1994	PRY	GRC	7.12256950069992
1995	GRC	PRY	14.0838250134105
1995	PRY	GRC	11.4269894580239
1996	GRC	PRY	13.9312587888838
1996	PRY	GRC	12.5760433932708
1997	GRC	PRY	13.7912349270698
1997	PRY	GRC	10.7163571952597
1998	GRC	PRY	12.6871448869104
1998	PRY	GRC	8.12922744663015
1999	GRC	PRY	13.768478926082
1999	PRY	GRC	14.1112940569924
2000	GRC	PRY	14.9773079523163
2000	PRY	GRC	13.1747243016722
1981	GRC	PER	15.3002777888277
1981	PER	GRC	12.9496108690993
1982	GRC	PER	15.2416169099192
1982	PER	GRC	15.796570016359
1983	GRC	PER	15.4306419809607
1983	PER	GRC	16.0849029163547
1984	GRC	PER	12.288184901925
1984	PER	GRC	15.8520268437538
1985	GRC	PER	13.2944375278719
1985	PER	GRC	15.4206369176231
1986	GRC	PER	14.4092091583451
1986	PER	GRC	15.9590774797367
1987	GRC	PER	14.8111752203009
1987	PER	GRC	15.5284832026868
1988	GRC	PER	13.7861320875685
1988	PER	GRC	15.2293914539641
1989	GRC	PER	12.7280953457944
1989	PER	GRC	15.1185994464555
1990	GRC	PER	11.8036621920002
1990	PER	GRC	14.7744420771804
1991	GRC	PER	15.1014319790303
1991	PER	GRC	14.6272990547979
1992	GRC	PER	13.0640024576062
1992	PER	GRC	12.8034842110042
1993	GRC	PER	13.0160108758503
1993	PER	GRC	12.6017044692452
1994	GRC	PER	13.7663761971165
1994	PER	GRC	13.1481582242191
1995	GRC	PER	13.7222188106201
1995	PER	GRC	14.832941670721
1996	GRC	PER	14.3974488318198
1996	PER	GRC	17.3776180171293
1997	GRC	PER	13.8481816538118
1997	PER	GRC	15.0677313549451
1998	GRC	PER	14.0887175495459
1998	PER	GRC	13.7897479041576
1999	GRC	PER	13.6250127421073
1999	PER	GRC	14.7148732560794
2000	GRC	PER	14.0347617438431
2000	PER	GRC	15.0182122547752
1981	GRC	PHL	12.1912112919883
1981	PHL	GRC	15.5506765376198
1982	GRC	PHL	12.2818455266603
1982	PHL	GRC	15.591717202802
1983	GRC	PHL	12.4373248710611
1983	PHL	GRC	15.2827192815107
1984	GRC	PHL	13.7351129356156
1984	PHL	GRC	14.7881401265736
1985	GRC	PHL	14.8734301756371
1985	PHL	GRC	15.2400020146177
1986	GRC	PHL	15.3119235285625
1986	PHL	GRC	15.4693285235432
1987	GRC	PHL	14.7782912760852
1987	PHL	GRC	15.1722276071731
1988	GRC	PHL	13.0726793138258
1988	PHL	GRC	15.2874303063246
1989	GRC	PHL	15.4396381767299
1989	PHL	GRC	15.6048932586779
1990	GRC	PHL	14.9139042348784
1990	PHL	GRC	15.6633945001352
1991	GRC	PHL	14.9446029983912
1991	PHL	GRC	15.8082185182668
1992	GRC	PHL	14.5343046813345
1992	PHL	GRC	15.9835543278149
1993	GRC	PHL	13.8586192679981
1993	PHL	GRC	16.0379445208964
1994	GRC	PHL	14.9081572266548
1994	PHL	GRC	16.8065579171372
1995	GRC	PHL	16.1180107528664
1995	PHL	GRC	16.3422682672492
1996	GRC	PHL	15.5489970602902
1996	PHL	GRC	16.3401308089581
1997	GRC	PHL	14.9170956005647
1997	PHL	GRC	16.2213722379593
1998	GRC	PHL	14.8599938100001
1998	PHL	GRC	16.2414944501014
1999	GRC	PHL	16.0147814202493
1999	PHL	GRC	16.2932946708079
2000	GRC	PHL	14.881741518142
2000	PHL	GRC	16.1213235357284
1981	GRC	PRT	16.1893661744144
1981	PRT	GRC	16.9824206630082
1982	GRC	PRT	17.2475942388102
1982	PRT	GRC	16.8179862336915
1983	GRC	PRT	16.7527760347976
1983	PRT	GRC	16.8335060020144
1984	GRC	PRT	16.2639654626698
1984	PRT	GRC	17.0955267155966
1985	GRC	PRT	15.9979443442014
1985	PRT	GRC	16.9158925025506
1986	GRC	PRT	16.3902973687604
1986	PRT	GRC	17.6212225512248
1987	GRC	PRT	18.0372763477249
1987	PRT	GRC	17.3247104668145
1988	GRC	PRT	17.8227194476832
1988	PRT	GRC	17.425280290352
1989	GRC	PRT	17.6443027273783
1989	PRT	GRC	18.2094139995251
1990	GRC	PRT	17.5720632839854
1990	PRT	GRC	18.4990040923734
1991	GRC	PRT	17.2544954171912
1991	PRT	GRC	18.2638393722526
1992	GRC	PRT	17.3167087919059
1992	PRT	GRC	18.5011048004482
1993	GRC	PRT	17.3001508166853
1993	PRT	GRC	18.220356406961
1994	GRC	PRT	17.4214905792736
1994	PRT	GRC	18.2916046048973
1995	GRC	PRT	17.9149360184865
1995	PRT	GRC	18.437514674677
1996	GRC	PRT	17.9892210950597
1996	PRT	GRC	18.6739476345425
1997	GRC	PRT	17.5876704892364
1997	PRT	GRC	18.4932532790993
1998	GRC	PRT	17.748698685504
1998	PRT	GRC	18.4408804140213
1999	GRC	PRT	17.8388464288333
1999	PRT	GRC	18.5430921806812
2000	GRC	PRT	18.1554607788504
2000	PRT	GRC	18.3188448650139
1981	GRC	SGP	15.1677022538099
1981	SGP	GRC	17.5094568620545
1982	GRC	SGP	15.9021975447635
1982	SGP	GRC	15.9285171707313
1983	GRC	SGP	15.9382084448715
1983	SGP	GRC	15.830515114717
1984	GRC	SGP	15.4577079334821
1984	SGP	GRC	15.8808782679506
1985	GRC	SGP	15.4896836933785
1985	SGP	GRC	16.0300975116452
1986	GRC	SGP	15.7707615497329
1986	SGP	GRC	18.4334193395772
1987	GRC	SGP	16.8925821757142
1987	SGP	GRC	17.3166928740756
1988	GRC	SGP	17.8966553846357
1988	SGP	GRC	17.5064080090195
1989	GRC	SGP	18.0107984292066
1989	SGP	GRC	17.6891846006111
1990	GRC	SGP	18.2641216900899
1990	SGP	GRC	17.8646280836626
1991	GRC	SGP	16.9959886410845
1991	SGP	GRC	18.440769841873
1992	GRC	SGP	17.2228849989928
1992	SGP	GRC	18.3638188252629
1993	GRC	SGP	16.9067920306633
1993	SGP	GRC	18.1415720967786
1994	GRC	SGP	17.5492285050432
1994	SGP	GRC	18.1753103919866
1995	GRC	SGP	17.4888030281155
1995	SGP	GRC	18.0383332722635
1996	GRC	SGP	17.7238351691228
1996	SGP	GRC	17.8745709374722
1997	GRC	SGP	17.5711409704921
1997	SGP	GRC	17.3315724902265
1998	GRC	SGP	17.0145420268748
1998	SGP	GRC	17.2627086912814
1999	GRC	SGP	16.9982519660154
1999	SGP	GRC	17.1763112272683
2000	GRC	SGP	17.2117044764886
2000	SGP	GRC	17.1310793515979
1981	GRC	ESP	18.5844917667587
1981	ESP	GRC	18.7358165634433
1982	GRC	ESP	18.7983748965334
1982	ESP	GRC	19.1404277558646
1983	GRC	ESP	18.581427404457
1983	ESP	GRC	18.5571028206806
1984	GRC	ESP	18.4416452969346
1984	ESP	GRC	19.1885791215369
1985	GRC	ESP	18.3530020584781
1985	ESP	GRC	19.1454169478717
1986	GRC	ESP	18.7165174656127
1986	ESP	GRC	19.2283039066168
1987	GRC	ESP	19.2474648406623
1987	ESP	GRC	19.455542704164
1988	GRC	ESP	19.2561048417676
1988	ESP	GRC	19.747927292184
1989	GRC	ESP	19.2902260043365
1989	ESP	GRC	19.8508306285436
1990	GRC	ESP	19.4262443482256
1990	ESP	GRC	20.0806421864597
1991	GRC	ESP	19.502538691333
1991	ESP	GRC	20.1935561661734
1992	GRC	ESP	19.5340890677128
1992	ESP	GRC	20.2765517159257
1993	GRC	ESP	19.0927539279557
1993	ESP	GRC	20.3714471293187
1994	GRC	ESP	19.4216813046669
1994	ESP	GRC	20.4812390626496
1995	GRC	ESP	19.8430434631715
1995	ESP	GRC	20.7134026093884
1996	GRC	ESP	19.9532687107455
1996	ESP	GRC	20.7943315211859
1997	GRC	ESP	19.3912267956464
1997	ESP	GRC	20.7386236568885
1998	GRC	ESP	19.2639480587926
1998	ESP	GRC	20.8471126873969
1999	GRC	ESP	19.5416331692742
1999	ESP	GRC	20.8197224885826
2000	GRC	ESP	19.5867348382709
2000	ESP	GRC	20.7410821801407
1981	GRC	SWE	18.0742577091778
1981	SWE	GRC	19.0852553790007
1982	GRC	SWE	18.0998259720179
1982	SWE	GRC	19.0362081875363
1983	GRC	SWE	18.1989927350812
1983	SWE	GRC	18.9255874582295
1984	GRC	SWE	17.8814624816271
1984	SWE	GRC	19.1878243603055
1985	GRC	SWE	18.1373861100232
1985	SWE	GRC	18.9084963821657
1986	GRC	SWE	18.4959605712749
1986	SWE	GRC	19.3245906109301
1987	GRC	SWE	18.9188547543338
1987	SWE	GRC	19.3390221308378
1988	GRC	SWE	18.9017129622679
1988	SWE	GRC	19.3385751526811
1989	GRC	SWE	19.0560310515345
1989	SWE	GRC	19.7987177885437
1990	GRC	SWE	19.2097496377726
1990	SWE	GRC	19.7257491178748
1991	GRC	SWE	19.0635881637877
1991	SWE	GRC	19.9205529465915
1992	GRC	SWE	18.9064038786512
1992	SWE	GRC	19.704936521064
1993	GRC	SWE	18.4850249981915
1993	SWE	GRC	19.6191769674663
1994	GRC	SWE	18.6544823435606
1994	SWE	GRC	19.8134434823598
1995	GRC	SWE	18.5716577616086
1995	SWE	GRC	19.8770498366415
1996	GRC	SWE	18.900458522977
1996	SWE	GRC	19.9368786503325
1997	GRC	SWE	18.606739425484
1997	SWE	GRC	20.0193201883021
1998	GRC	SWE	18.6000593654672
1998	SWE	GRC	20.2799650046805
1999	GRC	SWE	18.5954314365608
1999	SWE	GRC	20.2000521727288
2000	GRC	SWE	18.5861184421973
2000	SWE	GRC	20.1252988513795
1981	GRC	CHE	18.2924133523393
1981	CHE	GRC	19.3658465941612
1982	GRC	CHE	18.0069844880545
1982	CHE	GRC	19.2142236727531
1983	GRC	CHE	17.9922648028617
1983	CHE	GRC	19.0882616904303
1984	GRC	CHE	18.1604112842441
1984	CHE	GRC	19.0427355020654
1985	GRC	CHE	18.3018546856661
1985	CHE	GRC	19.1820888877712
1986	GRC	CHE	18.5372288360984
1986	CHE	GRC	19.5393208289013
1987	GRC	CHE	18.5684124975883
1987	CHE	GRC	19.7133515475888
1988	GRC	CHE	18.5540795149946
1988	CHE	GRC	19.6656245261558
1989	GRC	CHE	18.5811788029856
1989	CHE	GRC	19.7654930288179
1990	GRC	CHE	18.6614919834553
1990	CHE	GRC	19.9642117948875
1991	GRC	CHE	18.7503469682565
1991	CHE	GRC	19.9106986942727
1992	GRC	CHE	18.5793119489136
1992	CHE	GRC	20.0553798908713
1993	GRC	CHE	18.421052905702
1993	CHE	GRC	20.0306187138434
1994	GRC	CHE	18.453344144954
1994	CHE	GRC	19.9503637564765
1995	GRC	CHE	18.6080690258004
1995	CHE	GRC	20.0239450437565
1996	GRC	CHE	18.4263317221046
1996	CHE	GRC	20.0713131056112
1997	GRC	CHE	18.2761669865082
1997	CHE	GRC	20.0492511356028
1998	GRC	CHE	18.2918266028754
1998	CHE	GRC	20.0403654341094
1999	GRC	CHE	18.2799282752057
1999	CHE	GRC	20.1088035042687
2000	GRC	CHE	18.2170776409606
2000	CHE	GRC	19.8396162999152
1981	GRC	THA	15.0753521319702
1981	THA	GRC	15.2645528475039
1982	GRC	THA	14.4127484597622
1982	THA	GRC	15.4747188874443
1983	GRC	THA	14.8799283272432
1983	THA	GRC	15.5784575182621
1984	GRC	THA	15.9705557448031
1984	THA	GRC	15.8912412637858
1985	GRC	THA	15.9027603694817
1985	THA	GRC	15.250815826723
1986	GRC	THA	15.5225233979248
1986	THA	GRC	15.6993822411757
1987	GRC	THA	15.8173316205808
1987	THA	GRC	16.3180536746526
1988	GRC	THA	15.8500902118658
1988	THA	GRC	16.6838806705823
1989	GRC	THA	16.4743755611719
1989	THA	GRC	17.1511000208511
1990	GRC	THA	17.0911063767158
1990	THA	GRC	17.3512331854385
1991	GRC	THA	16.8655625946973
1991	THA	GRC	17.8467612297808
1992	GRC	THA	17.0976522203337
1992	THA	GRC	17.9274940951703
1993	GRC	THA	17.497466164687
1993	THA	GRC	17.8134403849323
1994	GRC	THA	16.8859170634294
1994	THA	GRC	17.9116160470493
1995	GRC	THA	17.2386959331749
1995	THA	GRC	18.1230976008924
1996	GRC	THA	17.4348819821244
1996	THA	GRC	18.2661319803018
1997	GRC	THA	16.5535118111381
1997	THA	GRC	18.5492384207713
1998	GRC	THA	16.053727726573
1998	THA	GRC	18.6384656360293
1999	GRC	THA	15.8779741392176
1999	THA	GRC	18.8455325338531
2000	GRC	THA	15.8243717634444
2000	THA	GRC	18.8642883495328
1981	GRC	TTO	13.4660335832003
1981	TTO	GRC	10.7621430883197
1982	GRC	TTO	13.9280347737694
1982	TTO	GRC	8.33297761411804
1983	GRC	TTO	14.3031016554044
1983	TTO	GRC	16.0154149463504
1984	GRC	TTO	13.4813983836744
1984	TTO	GRC	10.128908969526
1985	GRC	TTO	13.3427539919336
1985	TTO	GRC	15.136941597745
1986	GRC	TTO	13.9575597318842
1986	TTO	GRC	15.4251384151314
1987	GRC	TTO	12.7884566309001
1987	TTO	GRC	13.6054055166826
1988	GRC	TTO	12.808257248321
1988	TTO	GRC	14.6777848816098
1989	GRC	TTO	11.9604401183659
1989	TTO	GRC	10.6720099146735
1990	GRC	TTO	9.96671186168035
1990	TTO	GRC	10.2771716724813
1991	GRC	TTO	11.8516265877102
1991	TTO	GRC	11.4423688478704
1992	GRC	TTO	11.385200726515
1992	TTO	GRC	10.1617983526491
1993	GRC	TTO	11.4268967343115
1993	TTO	GRC	11.8341056778074
1994	GRC	TTO	11.3739344298231
1994	TTO	GRC	9.1229205199636
1995	GRC	TTO	11.3359377993852
1995	TTO	GRC	14.8554975932664
1996	GRC	TTO	12.1527812911387
1996	TTO	GRC	13.6826083931743
1997	GRC	TTO	12.2477782361065
1997	TTO	GRC	12.1441484535868
1998	GRC	TTO	11.7742681884937
1998	TTO	GRC	13.2318923133595
1999	GRC	TTO	12.5542542998508
1999	TTO	GRC	13.7297540632575
2000	GRC	TTO	12.7487108405708
2000	TTO	GRC	13.2380802800772
1981	GRC	TUN	19.380380598315
1981	TUN	GRC	18.8489167525812
1982	GRC	TUN	19.1204656376002
1982	TUN	GRC	18.2284073519521
1983	GRC	TUN	19.854289973467
1983	TUN	GRC	18.3442659630396
1984	GRC	TUN	17.443870133403
1984	TUN	GRC	17.709692612769
1985	GRC	TUN	17.5031079259659
1985	TUN	GRC	17.2607055294574
1986	GRC	TUN	17.925792717978
1986	TUN	GRC	18.4804720973746
1987	GRC	TUN	18.5262707024974
1987	TUN	GRC	19.2965108599565
1988	GRC	TUN	18.4556596134422
1988	TUN	GRC	16.6555455039302
1989	GRC	TUN	18.5733098989028
1989	TUN	GRC	18.2621125565698
1990	GRC	TUN	18.1212877243341
1990	TUN	GRC	17.2712436994543
1991	GRC	TUN	17.7690788142416
1991	TUN	GRC	17.5516443149115
1992	GRC	TUN	17.6984980965059
1992	TUN	GRC	18.3646929490947
1993	GRC	TUN	17.9458046224313
1993	TUN	GRC	16.506448112737
1994	GRC	TUN	17.7751788799155
1994	TUN	GRC	17.7931020680089
1995	GRC	TUN	18.2137350197855
1995	TUN	GRC	17.5415169894307
1996	GRC	TUN	18.0985113834173
1996	TUN	GRC	17.0985205894783
1997	GRC	TUN	17.6038725551083
1997	TUN	GRC	17.4087722459694
1998	GRC	TUN	17.6124268714959
1998	TUN	GRC	16.8668419300567
1999	GRC	TUN	17.1683793004086
1999	TUN	GRC	16.2926348918901
2000	GRC	TUN	17.6125716571058
2000	TUN	GRC	16.3671431004724
1981	GRC	Turkey	17.5617645380932
1981	Turkey	GRC	17.4880624923625
1982	GRC	Turkey	17.0622890278639
1982	Turkey	GRC	17.2996744494594
1983	GRC	Turkey	17.4059116698165
1983	Turkey	GRC	17.709198497963
1984	GRC	Turkey	18.1989820830141
1984	Turkey	GRC	17.6934009167677
1985	GRC	Turkey	18.1395460789471
1985	Turkey	GRC	17.4990622032126
1986	GRC	Turkey	18.6280142865202
1986	Turkey	GRC	17.6108176962842
1987	GRC	Turkey	19.0720826997354
1987	Turkey	GRC	18.0090835369467
1988	GRC	Turkey	18.6066681095952
1988	Turkey	GRC	18.1194806440167
1989	GRC	Turkey	18.7578567748338
1989	Turkey	GRC	18.9375462660443
1990	GRC	Turkey	18.9478120096184
1990	Turkey	GRC	19.0632182043153
1991	GRC	Turkey	18.3945572356287
1991	Turkey	GRC	19.1756119275341
1992	GRC	Turkey	18.4993828775919
1992	Turkey	GRC	18.9882086027237
1993	GRC	Turkey	18.7821442960009
1993	Turkey	GRC	18.9209304838064
1994	GRC	Turkey	18.6200845841416
1994	Turkey	GRC	19.1062831863826
1995	GRC	Turkey	19.2391988383422
1995	Turkey	GRC	19.2831794121842
1996	GRC	Turkey	19.5552810717506
1996	Turkey	GRC	19.3520227218259
1997	GRC	Turkey	19.9513909444556
1997	Turkey	GRC	19.5752857301761
1998	GRC	Turkey	19.6378471512641
1998	Turkey	GRC	19.7831141841531
1999	GRC	Turkey	19.5623042289276
1999	Turkey	GRC	19.7734053632286
2000	GRC	Turkey	19.8808386153833
2000	Turkey	GRC	19.7970350686911
1981	GRC	GBR	21.2929954159594
1981	GBR	GRC	20.522940954607
1982	GRC	GBR	21.0060964994041
1982	GBR	GRC	20.2982019047482
1983	GRC	GBR	20.9250666338739
1983	GBR	GRC	20.3343829015289
1984	GRC	GBR	21.2450282051684
1984	GBR	GRC	20.2616460769302
1985	GRC	GBR	21.2865084523628
1985	GBR	GRC	20.2369722197048
1986	GRC	GBR	21.3767117558352
1986	GBR	GRC	20.4161607419914
1987	GRC	GBR	21.615902485637
1987	GBR	GRC	20.6796833833831
1988	GRC	GBR	21.3298067223148
1988	GBR	GRC	20.6007328193756
1989	GRC	GBR	21.3011381613054
1989	GBR	GRC	20.9871528931544
1990	GRC	GBR	21.3449000776281
1990	GBR	GRC	21.0392312600342
1991	GRC	GBR	21.5650015105166
1991	GBR	GRC	21.1019643725107
1992	GRC	GBR	21.5120186786783
1992	GBR	GRC	21.1843348106631
1993	GRC	GBR	21.372207483504
1993	GBR	GRC	21.1893916474761
1994	GRC	GBR	20.239912873112
1994	GBR	GRC	21.1628465276535
1995	GRC	GBR	20.336839174632
1995	GBR	GRC	21.3661771435254
1996	GRC	GBR	20.2922539736739
1996	GBR	GRC	21.4694598187147
1997	GRC	GBR	20.3109249843369
1997	GBR	GRC	21.3521946361606
1998	GRC	GBR	20.208425019902
1998	GBR	GRC	21.4340245868723
1999	GRC	GBR	20.2619081419999
1999	GBR	GRC	21.4307838894343
2000	GRC	GBR	20.1421620607165
2000	GBR	GRC	21.1169851343117
1981	GRC	USA	20.4036039080813
1981	USA	GRC	20.563871953562
1982	GRC	USA	19.9560682532524
1982	USA	GRC	20.4436226866768
1983	GRC	USA	19.9096161538327
1983	USA	GRC	20.2158076544703
1984	GRC	USA	20.2692252344391
1984	USA	GRC	19.962879623721
1985	GRC	USA	20.343844426197
1985	USA	GRC	20.0530804129685
1986	GRC	USA	20.346964089807
1986	USA	GRC	20.09989865826
1987	GRC	USA	20.5025191985392
1987	USA	GRC	20.1083121699282
1988	GRC	USA	20.5686671643663
1988	USA	GRC	20.3421373259166
1989	GRC	USA	20.4157575288614
1989	USA	GRC	20.4525667353258
1990	GRC	USA	20.4048219392341
1990	USA	GRC	20.6820373124907
1991	GRC	USA	20.1900955029244
1991	USA	GRC	20.8812029465339
1992	GRC	USA	19.99848639255
1992	USA	GRC	20.7617064539381
1993	GRC	USA	19.9139081981833
1993	USA	GRC	20.6993305005227
1994	GRC	USA	20.1686398472531
1994	USA	GRC	20.4993005277933
1995	GRC	USA	20.0185872355778
1995	USA	GRC	20.6714513326955
1996	GRC	USA	20.1919869114766
1996	USA	GRC	20.7552294747194
1997	GRC	USA	20.0948369281027
1997	USA	GRC	20.7117293268987
1998	GRC	USA	20.1139758532682
1998	USA	GRC	21.1130793555716
1999	GRC	USA	20.276346404069
1999	USA	GRC	21.1573553145973
2000	GRC	USA	20.2805718728198
2000	USA	GRC	20.7454880611263
1981	GRC	URY	13.5090493530126
1981	URY	GRC	16.3895458546924
1982	GRC	URY	13.1128611699423
1982	URY	GRC	16.4920275930461
1983	GRC	URY	12.8017073993239
1983	URY	GRC	15.540845674373
1984	GRC	URY	12.8567659992714
1984	URY	GRC	16.0135209715684
1985	GRC	URY	13.4633140440519
1985	URY	GRC	15.8778349034872
1986	GRC	URY	12.9209698591304
1986	URY	GRC	16.0879399704726
1987	GRC	URY	13.515056904071
1987	URY	GRC	15.6316583899078
1988	GRC	URY	13.414124736584
1988	URY	GRC	15.8455337398653
1989	GRC	URY	15.7430536863644
1989	URY	GRC	15.5904806842784
1990	GRC	URY	13.3412650829772
1990	URY	GRC	15.6942915000993
1991	GRC	URY	14.0512827780384
1991	URY	GRC	15.3470904597044
1992	GRC	URY	13.9347988391989
1992	URY	GRC	15.218571105739
1993	GRC	URY	14.8399023877335
1993	URY	GRC	14.7326020285388
1994	GRC	URY	15.4308125289795
1994	URY	GRC	14.6391965886246
1995	GRC	URY	15.4775321455086
1995	URY	GRC	13.9865037979433
1996	GRC	URY	15.3057848564173
1996	URY	GRC	14.3686278823953
1997	GRC	URY	15.3124802170267
1997	URY	GRC	14.5184329480947
1998	GRC	URY	15.3761653815413
1998	URY	GRC	14.4919805551994
1999	GRC	URY	15.6362181047837
1999	URY	GRC	14.2041142007445
2000	GRC	URY	15.7926160335022
2000	URY	GRC	13.1865730944918
1981	GRC	VEN	16.2468996039485
1981	VEN	GRC	14.1097349229726
1982	GRC	VEN	17.3819788491704
1982	VEN	GRC	11.7698284748256
1983	GRC	VEN	12.9846810891211
1983	VEN	GRC	12.1681757425005
1984	GRC	VEN	15.297402695336
1984	VEN	GRC	9.57488008218586
1985	GRC	VEN	14.9374462973656
1985	VEN	GRC	16.0415453401003
1986	GRC	VEN	13.9977831065622
1986	VEN	GRC	14.8614141439326
1987	GRC	VEN	14.6165736892678
1987	VEN	GRC	12.3455782706131
1988	GRC	VEN	16.6517744990003
1988	VEN	GRC	15.2655667837651
1989	GRC	VEN	16.6094267374971
1989	VEN	GRC	15.2278236378449
1990	GRC	VEN	14.2781633842806
1990	VEN	GRC	16.0288650884334
1991	GRC	VEN	15.5322413913262
1991	VEN	GRC	12.8985763481775
1992	GRC	VEN	14.2476582236523
1992	VEN	GRC	15.0885612350683
1993	GRC	VEN	14.6976856446581
1993	VEN	GRC	15.7004750678213
1994	GRC	VEN	13.2918301064464
1994	VEN	GRC	15.9955811250118
1995	GRC	VEN	13.5436033839591
1995	VEN	GRC	15.1382465547064
1996	GRC	VEN	13.472051393218
1996	VEN	GRC	12.9712839071102
1997	GRC	VEN	14.4202156886525
1997	VEN	GRC	15.138763862604
1998	GRC	VEN	13.9586777463162
1998	VEN	GRC	16.3176527927624
1999	GRC	VEN	14.8455211501271
1999	VEN	GRC	15.4019156860433
2000	GRC	VEN	14.3235743714408
2000	VEN	GRC	16.528638379439
1981	GTM	HND	18.5657840426018
1981	HND	GTM	17.4038556921409
1982	GTM	HND	18.2184414111337
1982	HND	GTM	17.6002189047371
1983	GTM	HND	18.435383323237
1983	HND	GTM	17.7004704388513
1984	GTM	HND	18.0405590618309
1984	HND	GTM	16.9721475948095
1985	GTM	HND	17.7747499974214
1985	HND	GTM	15.9232606864335
1986	GTM	HND	17.4659216911864
1986	HND	GTM	16.0128134531987
1987	GTM	HND	17.39854008462
1987	HND	GTM	16.6990211239754
1988	GTM	HND	17.6643374048198
1988	HND	GTM	16.6414311611452
1989	GTM	HND	18.0190529007301
1989	HND	GTM	16.6637073549892
1990	GTM	HND	17.6423453004998
1990	HND	GTM	16.3558501516384
1991	GTM	HND	17.8073577716969
1991	HND	GTM	16.3583286478556
1992	GTM	HND	17.9075125899959
1992	HND	GTM	17.1403079964096
1993	GTM	HND	18.3298240980988
1993	HND	GTM	17.3081454638193
1994	GTM	HND	18.3855237984988
1994	HND	GTM	17.5917304654578
1995	GTM	HND	18.7098426240391
1995	HND	GTM	17.9120594174149
1996	GTM	HND	18.7727362433501
1996	HND	GTM	17.6924880201119
1997	GTM	HND	18.9334721111668
1997	HND	GTM	18.0695113546203
1998	GTM	HND	19.1978122302288
1998	HND	GTM	18.4352009721574
1999	GTM	HND	19.1634544993771
1999	HND	GTM	18.2199751431284
2000	GTM	HND	19.2594959438027
2000	HND	GTM	18.2404327917536
1981	GTM	ISL	11.6756639726692
1981	ISL	GTM	12.434987904488
1982	GTM	ISL	13.886856438297
1982	ISL	GTM	11.1609534198799
1983	GTM	ISL	12.2546253747442
1983	ISL	GTM	10.099975113287
