date	c1	c2	c1_ctxt_l	c1_ctxt_r	c2_ctxt_l	c2_ctxt_r
20030328	GBR	IRQ	denies,executing	soldiers		denies,executing
20030328	IRQ	USA		shoots,down	shoots,down	drone,over,baghdad
20030328	JPN	PRK		launches,spy,satellites,amid	launches,spy,satellites,amid	fears
20030328	POL	USA		asks	asks	for,discretion,about,troops
20030328	CIV	SAU	ambassador,killed,in			ambassador,killed,in
20030328	SVN	USA	mistakes	for,partner,in,war		mistakes
20030328	IRQ	USA	orders,more,troops,to			orders,more,troops,to
20030328	TUR	USA		to,resume,talks,on		
20030328	IRQ	USA	to,resume,talks,on	deployment		
20030328	IRQ	TUR	to,resume,talks,on	deployment		to,resume,talks,on
20030329	AUS	IRQ		jets,bomb	jets,bomb	targets
20030329	IRQ	USA	led,war,in		howard,defends,length,of	led,war,in
20030329	IRN	USA		dismisses	dismisses	warnings,as,propaganda
20030329	IRQ	USA		says,it,detains,three,alleged	says,it,detains,three,alleged	spies
20030329	AUS	IRQ	pause,wont,stop	troop,work,in	troop,work,in	adf
20030329	IRN	SYR		to,stay,out,of,war	rumsfeld,tells	
20030329	IRQ	SYR	denies,sending,military,gear,to			denies,sending,military,gear,to
20030329	IRN	SYR		deny,helping,saddam,fight		
20030329	AUS	USA	commanders,praise	troops		commanders,praise
20030329	IRQ	USA	planes,bomb,north,east,as	troops,retreat		planes,bomb,north,east,as
20030329	IRQ	USA	says	may,have,chemical,arms,trigger,line		says
20030329	TUR	USA	warplanes,redeployed,from	base		warplanes,redeployed,from
20030330	AUS	KHM	afp,arrests	for	for	sex,crimes
20030330	CHN	IRQ		allows,open,protests,against	allows,open,protests,against	war
20030330	FRA	GBR				end,six,nations,campaigns,as
20030330	IND	PAK	government,ban,on	tour,of	tour,of	
20030330	IDN	IRQ		believers,protest,against,war,in	believers,protest,against,war,in	
20030330	IRN	USA		wont,back	wont,back	regime,in,post,war
20030330	IRN	IRQ		wont,back	regime,in,post,war	
20030330	IRQ	USA	regime,in,post,war		wont,back	regime,in,post,war
20030330	IRQ	USA		denies	denies	claims,of,war,atrocities
20030330	IRQ	USA		fisherman,dance,on,downed	fisherman,dance,on,downed	spy,plane
20030330	IRQ	USA		tactics,not,foreseen,in,war,plan	tactics,not,foreseen,in,war,plan	
20030330	IRQ	IRQ		says,4000,arabs,in	says,4000,arabs,in	for,martyrdom
20030330	ISR	PSE		troops,kill,youth,in	troops,kill,youth,in	witnesses
20030330	AUS	KEN	downs	in,hk,7s,shock		downs
20030330	RUS	SRB	police,say,milosevics,wife,in			police,say,milosevics,wife,in
20030330	IRQ	PSE	named,after	suicide	square,in	named,after
20030330	IRQ	SYR	three,missing,westerners,from	reach	reach	
20030330	KWT	USA	soldiers,in	15,injured	truck,rams	soldiers,in
20030330	TUR	USA		issues,warning,to	issues,warning,to	over
20030330	IRQ	TUR	over			issues,warning,to
20030330	IRQ	USA	over		issues,warning,to	over
20030330	IRQ	KWT	for,southern		un,aid,leaves	for,southern
20030330	GBR	USA		recruiting,un,inspectors,to,help,in		
20030330	AUS	USA	commanders,praise	troops		commanders,praise
20030330	SAU	USA	cruise,missiles,fall,in			cruise,missiles,fall,in
20030330	IRQ	USA	guilty,of,state,terrorism,in	war,north		guilty,of,state,terrorism,in
20030330	IRQ	USA	moves,to,bolster,supply,line,security,in			moves,to,bolster,supply,line,security,in
20030330	TUR	USA	soldiers,face,barrage,of,criticism,in			soldiers,face,barrage,of,criticism,in
20030330	IRQ	USA	soldiers,in	asked,to,pray,for,bush		soldiers,in
20030331	GBR	IRQ		tv,reporter,found,dead,in,northern	tv,reporter,found,dead,in,northern	
20030331	IRQ	USA	officials,over,post,war		downer,to,meet	officials,over,post,war
20030331	IRQ	PSE	militants,send,suicide,bombers,to			militants,send,suicide,bombers,to
20030331	IRN	SYR		to,drop,terror,support	powell,warns	
20030331	KWT	USA	soldiers,in		truck,rams	soldiers,in
20030331	USA	USA		general,says,no,access,to	general,says,no,access,to	pows
20030331	IRQ	USA	releases,more,details,of,a,massive			releases,more,details,of,a,massive
20030331	IRQ	USA	timed,launch,of,war,to,save	oil,wells		timed,launch,of,war,to,save
20030331	IRQ	USA	warnings,sharpen,syrias	dilemma		warnings,sharpen,syrias
20030331	IRQ	USA	war,plan,is,failing,arnett,tells	tv		war,plan,is,failing,arnett,tells
20030401	GBR	IRQ		landing,near,mosul,thwarted	landing,near,mosul,thwarted	says
20030401	ISR	SYR		says	says	smuggling,arms,for
20030401	IRQ	ISR	smuggling,arms,for			says
20030401	IRQ	SYR	smuggling,arms,for		says	smuggling,arms,for
20030401	NZL	USA		denies,anti,war,stance,embarrasses	denies,anti,war,stance,embarrasses	
20030401	TUR	USA	assures	over,kirkuk,hold		assures
20030401	IRQ	USA	warplanes,bomb,around,n	city,of,kirkuk		warplanes,bomb,around,n
20030402	AUS	PAK	alleged	terrorist,free,to,go,home	terrorist,free,to,go,home	
20030402	AUS	SWE		and	and	to,rekindle,old,rivalry
20030402	GBR	IRQ		stage,mysterious,rescue,operation,in	stage,mysterious,rescue,operation,in	
20030402	MKD	PRT	upbeat,ahead,of	clash		upbeat,ahead,of
20030402	IRQ	USA	defends,soldiers,in	civilian,killings		defends,soldiers,in
20030402	IRQ	USA	destroys,republican,guard,division	denies		destroys,republican,guard,division
20030402	TUR	USA		agree,on,supplies,for,n		
20030402	IRQ	USA	agree,on,supplies,for,n	troops		
20030402	IRQ	TUR	agree,on,supplies,for,n	troops		agree,on,supplies,for,n
20030402	IDN	VUT	faces	backlash,over,papua		faces
20030403	AUS	IRQ		backs,un,role,in,post,war	backs,un,role,in,post,war	
20030403	CHN	PRK		assisting	assisting	mediation,downer
20030403	IRQ	USA	limiting	reporting	europe,broadcasters,say	limiting
20030403	IRQ	USA		denies	denies	troops,making,progress,in,war
20030403	IRQ	USA	warplane,over	report	missile,downs	warplane,over
20030403	SYR	USA		backhands	backhands	for,threats,over
20030403	IRQ	SYR	for,threats,over			backhands
20030403	IRQ	USA	for,threats,over		backhands	for,threats,over
20030403	SYR	USA		says	says	practising,terrorism,in
20030403	IRQ	SYR	practising,terrorism,in			says
20030403	IRQ	USA	practising,terrorism,in		says	practising,terrorism,in
20030403	TUR	USA		opens,border,to	opens,border,to	troop,supplies
20030403	IRQ	USA	black,hawk,down,in			black,hawk,down,in
20030403	IRQ	USA	confirms,warplane,downed,in			confirms,warplane,downed,in
20030403	IRQ	USA	forces,drive,back	troops,in,north		forces,drive,back
20030403	IRQ	USA	helicopter,shot,down,in	seven,believed,dead		helicopter,shot,down,in
20030403	IRQ	USA	loses,warplane,chopper,in	fighting		loses,warplane,chopper,in
20030404	AUS	TMP	campaign,for	residency	east	campaign,for
20030404	PRK	USA		deflects,human,rights,abuses,at	deflects,human,rights,abuses,at	
20030404	PRK	USA		blasts	blasts	for,sanctions,over,missile
20030404	AUS	USA	soldier,praises	fighters	top	soldier,praises
20030404	CHN	USA	scales,down,diplomatic,staff,in			scales,down,diplomatic,staff,in
20030405	AUS	THA		dawes,grabs,share,of	dawes,grabs,share,of	open,lead
20030405	GBR	IRQ		troops,find	troops,find	morgue
20030405	IRQ	USA	elite	guard,division,defeated	guard,division,defeated	marines
20030405	IRQ	USA	five,dead,in,suspected	suicide,blast	suicide,blast	
20030405	AUS	SWE	hewitt,gives	2,0,lead,over	2,0,lead,over	
20030405	IRQ	USA		minister,denies	minister,denies	presence,in,baghdad
20030405	IRQ	USA				forces,clash,in,baghdad
20030405	LKA	PAK	rout	for,second,win,in,sharjah		rout
20030405	AUS	SWE	philippoussis,puts	ahead,in	ahead,in	
20030405	IRQ	USA	marines,killed,in	helicopter,crash	two	marines,killed,in
20030405	FRA	IRQ	from,now,on		un,must,play,role,in	from,now,on
20030405	IRQ	USA	columnist,killed,in			columnist,killed,in
20030405	IRQ	USA	forces,attack,central	city,of,kerbala		forces,attack,central
20030405	IRQ	USA	marine,commander,relieved,of,post,in			marine,commander,relieved,of,post,in
20030405	IRQ	USA	may,move,to,set,up,interim,authority,in			may,move,to,set,up,interim,authority,in
20030405	SYR	USA	not,eyeing			not,eyeing
20030405	IRN	USA		blair		not,eyeing
20030405	IRN	SYR		blair	not,eyeing	
20030405	IRQ	USA	not,un,to,lead,in,post,war	rice		not,un,to,lead,in,post,war
20030405	KWT	USA	soldier,charged,with,murder,over	incident		soldier,charged,with,murder,over
20030405	IRQ	USA	soldiers,killed,in,suicide,blast			soldiers,killed,in,suicide,blast
20030405	AUS	USA	swimmers,grumble,about	absences		swimmers,grumble,about
20030405	USA	USA		troops,in,heart,of,baghdad	troops,in,heart,of,baghdad	military,says
20030406	THA	USA	loar,snatches,outright	open,lead		loar,snatches,outright
20030406	AUS	SWE		home,and,dry,after,3,0,rout,of	home,and,dry,after,3,0,rout,of	
20030406	BRA	POL	barrichello,takes			webber,third
20030406	IRN	IRQ		claims,bodies,found,in	claims,bodies,found,in	morgue
20030406	IRQ	USA		kurds	kurds	special,forces,close,in,on,kirkuk
20030406	IRQ	USA		says,chemical,ali,alive	says,chemical,ali,alive	says,guard,dead
20030406	IRQ	RUS	claims,diplomats,injured,in	bombing		claims,diplomats,injured,in
20030406	KEN	ZWE	past		ton,up,marillier,fires	past
20030406	IRQ	TUR	expels	diplomats		expels
20030406	IRQ	USA		forces,fight,street,to,street,in,karbala		
20030406	RUS	USA	military,says,it,did,not,attack	convoy		military,says,it,did,not,attack
20030406	IRQ	USA	plans,for	under,civilian,rule,may,begin		plans,for
20030406	IRQ	USA	to,start,installing,post,war	administration		to,start,installing,post,war
20030406	USA	UZB		warns,of,possible,terror,strikes,in	warns,of,possible,terror,strikes,in	
20030407	AUS	IRQ		likely,to,help	likely,to,help	rebuild,rural
20030407	FRA	RUS		and	and	dumped,from,davis,cup
20030407	GBR	USA		in	friendly,fire,plagues	
20030407	IRQ	USA	in	war	friendly,fire,plagues	
20030407	GBR	IRQ		in	in	war
20030407	IRQ	USA		says,hitting	says,hitting	forces,with,artillery
20030407	ISR	PSE	witnesses,refuse,to,recognise			witnesses,refuse,to,recognise
20030407	KEN	LKA	revenge,over		sangakkara,fashions	revenge,over
20030407	RUS	USA	forces,deliberately,attacked,convoy			forces,deliberately,attacked,convoy
20030407	IRQ	USA	marines,in	discard,chemical,suits		marines,in
20030407	IRQ	USA	may,be,in	for,long,haul		may,be,in
20030407	IRQ	USA	for,long,haul	opposition		may,be,in
20030407	IRQ	IRQ	may,be,in	for,long,haul	for,long,haul	opposition
20030407	IRQ	USA	says	burning,bridges		says
20030408	AUS	GUY		survives,scare,in	survives,scare,in	
20030408	AUS	IRQ		will,have,no,large,role,as	will,have,no,large,role,as	
20030408	IRQ	USA	tank,aimed,at	media,hotel	reporter,says	tank,aimed,at
20030408	IRQ	RUS	convoy,in		sas,troops,stop	convoy,in
20030408	KOR	USA		opens,talks,on	opens,talks,on	troops
20030408	IRQ	USA	plane,goes,down,in	pilot,safe		plane,goes,down,in
20030408	USA	USA		plane,goes,down,in	pilot,safe	
20030408	IRQ	USA	plane,goes,down,in	pilot,safe	pilot,safe	
20030408	IRQ	USA	says,may,never,know,if	leaders,hit		says,may,never,know,if
20030408	LKA	ZWE	stun	to,enter,sharjah,cup,final		stun
20030409	FRA	GBR				meet,to,mend,fences,on
20030409	FRA	IRQ			meet,to,mend,fences,on	
20030409	GBR	IRQ		meet,to,mend,fences,on	meet,to,mend,fences,on	
20030409	AUS	IRQ	reconstruction,in	interest,pm		reconstruction,in
20030409	KEN	PAK	thrash	in,sharjah,cup		thrash
20030409	IRQ	USA	holding,more,than,7000	pows		holding,more,than,7000
20030409	PHL	USA	troops,to,be,deployed,in	rebel		troops,to,be,deployed,in
20030409	IRN	IRQ	killed,child		western,rocket,fired,from	killed,child
20030410	AUS	IRQ		pilots,scale,down,attacks,in	pilots,scale,down,attacks,in	
20030410	AUS	IRQ		to,join,post,war	to,join,post,war	authority
20030410	FRA	USA		claims,edge,in,euro	claims,edge,in,euro	space,race
20030410	IRQ	JOR		officials,close	officials,close	border
20030410	AFG	USA	no,compensation,for	bomb,victims	bomb,victims	military
20030410	AUS	NZL	corporate,raider,scuttles	workers		corporate,raider,scuttles
20030410	IRQ	USA	military,says,more	battles,to,come		military,says,more
20030411	FIN	NZL		gronholm,leads,in	gronholm,leads,in	
20030411	IRQ	USA	officers,injured,in	suicide,attack	five	officers,injured,in
20030411	ISR	PSE	palestinians,wounded,in	raid,on	raid,on	
20030411	IRQ	TUR	to,send,observers,to,nth			to,send,observers,to,nth
20030412	AUS	IRQ		sends,urgent,medical,aid,to	sends,urgent,medical,aid,to	
20030412	GBR	PSE		activist,shot,in	activist,shot,in	strip,attack
20030412	GBR	ISR		man,wounded,by	man,wounded,by	tank,fire
20030412	GBR	ISR	fire,critically,wounds	activist		fire,critically,wounds
20030412	AUS	NZL	proposal,to,make,access,between	and	and	easier
20030412	USA	USA	rescued	pow,jessica,lynch,returns,to	pow,jessica,lynch,returns,to	
20030412	DEU	RUS				
20030412	FRA	RUS		urge,un,post,war,role		
20030412	DEU	FRA				urge,un,post,war,role
20030412	IRQ	USA	deals,out	hit,list		deals,out
20030412	IRQ	USA	delegation,to,meet,with	opposition,boucher		delegation,to,meet,with
20030412	CHN	USA	opts,against,anti	resolution,at,un,meeting		opts,against,anti
20030412	IRQ	USA	plans,security,to,stop,looting,across			plans,security,to,stop,looting,across
20030412	IRQ	USA	to,investigate,killing,of,journalists,in			to,investigate,killing,of,journalists,in
20030412	IRQ	USA	to,meet,with	opposition		to,meet,with
20030413	ARE	AUS	pursues,free,trade,deal,with			pursues,free,trade,deal,with
20030413	IRQ	USA	soldiers,found,in		franks,confirms	soldiers,found,in
20030413	IRQ	SAU		drug,trafficker,beheaded,in	drug,trafficker,beheaded,in	
20030413	IRQ	ISR	lowers,level,of,alert,of,attack,from			lowers,level,of,alert,of,attack,from
20030413	HUN	MLT		vote,to,join,eu		
20030413	LKA	NZL	to,go,ahead,with	tour		to,go,ahead,with
20030413	SYR	USA		rejects	rejects	accusations,of,aiding,saddam
20030413	ESP	USA	crush	to,close,on,world,cup,place		crush
20030413	IRQ	USA	defends,response,to	disorder		defends,response,to
20030413	IRQ	USA	encourages,policing,of	capital		encourages,policing,of
20030413	IRQ	USA	offers,rewards,in,bid,to,capture	leaders		offers,rewards,in,bid,to,capture
20030413	LKA	USA	to,step,into	peace,process,with		to,step,into
20030414	DEU	ESP	favourites,tumble,in	and	and	leagues
20030414	IRQ	USA	pows,found,in		identities,released,of	pows,found,in
20030414	ISR	USA		backs	backs	sentiments,on
20030414	ISR	SYR		backs	sentiments,on	
20030414	SYR	USA	sentiments,on		backs	sentiments,on
20030414	SYR	USA	warns	over,weapons		warns
20030414	IRQ	USA	over,weapons	leaders		warns
20030414	IRQ	SYR	over,weapons	leaders	warns	over,weapons
20030415	CHN	USA	spy,has,money	contacts	alleged	spy,has,money
20030415	DEU	IRQ	blair,to,seek	views,on	views,on	reconstruction
20030415	CHN	HKG		stops	stops	tours,over,sars
20030415	GBR	IRQ	police,join	troops,at,checkpoints,in		police,join
20030415	PRK	RUS	shifts,policy,on			shifts,policy,on
20030415	RUS	USA		urges,restraint,in	urges,restraint,in	policy,toward
20030415	RUS	SYR		urges,restraint,in	policy,toward	
20030415	SYR	USA	policy,toward		urges,restraint,in	policy,toward
20030415	KWT	QAT	from		straw,arrives,in	from
20030415	ESP	SYR	a,friend,not,war,target			a,friend,not,war,target
20030415	IRQ	USA	cutting,naval,air,power,near	officials		cutting,naval,air,power,near
20030415	IRQ	USA	starts,effort,to,build,new			starts,effort,to,build,new
20030415	SYR	USA	threatens,sanctions,against			threatens,sanctions,against
20030416	IND	ZWE		matches	acb,announces	
20030416	DEU	GBR		agree,un,must,play,key,role,in		
20030416	AUS	IRQ	eu	relationship,strong,despite	relationship,strong,despite	war
20030416	GRC	IRQ	in		expanding,eu,discusses	in
20030416	IRQ	KWT		bomb,victim,flown,to	bomb,victim,flown,to	
20030416	IRQ	ITA	peacekeepers,to,help,in			peacekeepers,to,help,in
20030416	IRQ	USA	suicide,bombers,remain,real,threat,in			
20030416	CHN	USA	nth,korea,to,hold,talks,with			nth,korea,to,hold,talks,with
20030416	SYR	USA	shut,down,oil,pipeline,to			shut,down,oil,pipeline,to
20030416	SYR	USA	warns	over,spy,chief		warns
20030417	BGD	IND	beats	in,triangular,series		beats
20030417	IRQ	USA		families,welcomed	families,welcomed	human,shield
20030417	NRU	USA		faces	faces	finance,ban,despite,law,changes
20030417	IRQ	PHL	peacekeepers,doctors,to,enter			peacekeepers,doctors,to,enter
20030417	PRK	USA	doesnt,expect,talks,to,end	crisis		doesnt,expect,talks,to,end
20030417	PRK	USA	sees,no,swift,breakthrough,with			sees,no,swift,breakthrough,with
20030417	IRQ	USA	urges,un,to,lift	economic,sanctions		urges,un,to,lift
20030418	AUS	IRQ		forces,uncover	forces,uncover	military,hardware
20030418	CHN	USA		wont,mediate,between	wont,mediate,between	and
20030418	CHN	PRK		wont,mediate,between	and	
20030418	PRK	USA	and		wont,mediate,between	and
20030418	NRU	NZL	for,help,in		second,appeal,made,to,aus,and	for,help,in
20030418	SYR	USA		considering,expelling,iraqis,says	considering,expelling,iraqis,says	
20030418	IRQ	USA	admits,weapons,may,not,be,found,in			admits,weapons,may,not,be,found,in
20030418	IRQ	USA	awards	utilities,contract		awards
20030418	SYR	USA	believes,senior,iraqis,in			believes,senior,iraqis,in
20030418	ITA	USA		consult,over,abbas,extradition		
20030419	AUS	IRQ		teams,fly,medical,supplies,to	teams,fly,medical,supplies,to	
20030419	AUS	IRQ		pledges,30m,to	pledges,30m,to	un,appeal
20030419	IND	PAK	girl,killed,in			shelling,in,kashmir
20030419	IRQ	USA		nerve,gas,official,surrenders,to	nerve,gas,official,surrenders,to	forces
20030419	POL	USA		seals,us35b,military,deal,with	seals,us35b,military,deal,with	
20030419	CAN	SGP	death,toll,now,14,overtakes			death,toll,now,14,overtakes
20030419	GBR	USA		forces,release,887		
20030419	IRQ	USA	forces,release,887	prisoners		
20030419	GBR	IRQ		forces,release,887	forces,release,887	prisoners
20030419	IRQ	USA	forces,release,900	pows		forces,release,900
20030419	IRQ	USA	releasing,900	pows		releasing,900
20030419	PRK	USA	to,consult,allies,over	talks		to,consult,allies,over
20030419	IRQ	USA	to,field,1000,member,wmd,force,in			to,field,1000,member,wmd,force,in
20030419	IRQ	USA	tribunals,begin,judging,status,of	pows		tribunals,begin,judging,status,of
20030419	IRQ	USA	troops,have	minister,in,custody		troops,have
20030419	CHN	VNM	considers,closing,land,border,with			considers,closing,land,border,with
20030420	ISR	PSE	death,toll,rises,as	raids	raids	
20030420	ISR	PSE	death,toll,rises,as	raids		
20030420	PSE	PSE	raids			
20030420	IRQ	USA		minister,held,as	minister,held,as	asked,to,leave
20030420	IRQ	USA	return,of,un,inspectors,to	not,realistic	not,realistic	
20030420	PRT	SWE	jacobson,back,on,top,in			jacobson,back,on,top,in
20030420	IRQ	USA	expects,to,retain,4,military,bases,in,new			expects,to,retain,4,military,bases,in,new
20030420	PRK	USA	to,consult,allies,over	talks		to,consult,allies,over
20030420	IRQ	USA	to,maintain,military,bases,in			to,maintain,military,bases,in
20030421	CHN	PRK		role,gives,bush,confidence,on	role,gives,bush,confidence,on	
20030421	ISR	PSE	five,killed,in	raid,on	raid,on	camp
20030421	IRQ	JOR	humanitarian,crisis,emerging,on			border
20030421	IRQ	USA		democracy,may,take,5,years	democracy,may,take,5,years	senate
20030421	CHN	JPN	insurance,giant,stakes	insurer		insurance,giant,stakes
20030421	EGY	SYR		leaders,discuss		
20030421	IRQ	SYR	leaders,discuss			
20030421	SYR	USA				pressure
20030421	EGY	IRQ		leaders,discuss	leaders,discuss	
20030421	EGY	USA		leaders,discuss		pressure
20030421	IRQ	USA	leaders,discuss			pressure
20030422	IRQ	USA		shiites,stage,anti	shiites,stage,anti	rally
20030422	JPN	THA				stretched,to,distance,in,fed,cup
20030422	IRQ	NZL	to,send,landmine,clearance,experts,to			to,send,landmine,clearance,experts,to
20030422	CHN	PRK	top			officials,meet,ahead,of
20030422	IRQ	USA	confident,of,finding,47	leaders,still,at		confident,of,finding,47
20030423	LKA	NZL		recall,veteran,kalu,for	recall,veteran,kalu,for	tests
20030423	CAN	USA	and	experts,team,up,to,fight,sars		and
20030424	IRQ	PRK	bartlett,questions,pms			link
20030424	IRQ	USA	for	contracts	cwealth,says,no,favours,from	for
20030424	ISL	NZL	opposes	bid,to,re,enter,whaling,body		opposes
20030424	IRQ	USA	captures	top,brass		captures
20030424	IRQ	USA	marines,begin,patrolling			marines,begin,patrolling
20030424	IRN	USA		border		marines,begin,patrolling
20030424	IRN	IRQ		border	marines,begin,patrolling	
20030424	IRQ	USA	not,ready,to,declare,victory,in			not,ready,to,declare,victory,in
20030424	IRQ	USA	says,four,more	ex,leaders,in,custody		says,four,more
